Hour Minute Second RPM v1 RPM_ct wind_ct
19 45 48 0 2.98 1139 18
19 45 51 0 2.82 1139 16
19 45 55 0 2.51 1139 21
19 45 58 0 3.29 1139 21
19 46 1 0 3.29 1139 19
19 46 4 0 2.98 1139 16
19 46 7 0 2.51 1139 16
19 46 10 0 2.51 1139 17
19 46 13 0 2.66 1139 18
19 46 16 0 2.82 1139 19
19 46 19 0 2.98 1139 21
19 46 22 0 3.29 1139 22
19 46 25 0 3.45 1139 22
19 46 28 0 3.45 1139 24
19 46 31 0 3.76 1139 19
19 46 34 0 2.98 1139 17
19 46 37 0 2.66 1139 18
19 46 40 0 2.82 1139 29
19 46 43 0 4.54 1139 32
19 46 46 0 5.01 1139 26
19 46 49 0 4.07 1139 28
19 46 52 0 4.39 1139 32
19 46 55 0 5.01 1139 27
19 46 58 0 4.23 1139 22
19 47 1 0 3.45 1139 25
19 47 4 0 3.92 1139 25
19 47 7 0 3.92 1139 26
19 47 10 0 4.07 1139 27
19 47 13 0 4.23 1139 33
19 47 16 0 5.17 1139 34
19 47 19 0 5.33 1139 31
19 47 22 0 4.86 1139 31
19 47 25 0 4.86 1139 30
19 47 28 0 4.70 1139 33
19 47 31 0 5.17 1139 33
19 47 34 0 5.17 1139 31
19 47 37 0 4.86 1139 31
19 47 40 0 4.86 1139 31
19 47 43 0 4.86 1139 28
19 47 46 0 4.39 1139 29
19 47 49 0 4.54 1139 30
19 47 52 0 4.70 1139 28
19 47 55 0 4.39 1139 27
19 47 58 0 4.23 1139 24
19 48 1 0 3.76 1139 21
19 48 4 0 3.29 1139 20
19 48 7 0 3.13 1139 20
19 48 10 0 3.13 1139 22
19 48 13 0 3.45 1139 21
19 48 16 0 3.29 1139 19
19 48 19 0 2.98 1139 21
19 48 22 0 3.29 1139 17
19 48 25 0 2.66 1139 20
19 48 28 0 3.13 1139 22
19 48 31 0 3.45 1139 26
19 48 34 0 4.07 1139 26
19 48 37 0 4.07 1139 23
19 48 40 0 3.60 1139 22
19 48 43 0 3.45 1139 25
19 48 46 0 3.92 1139 24
19 48 49 0 3.76 1139 27
19 48 52 0 4.23 1139 33
19 48 55 0 5.17 1139 24
19 48 58 0 3.76 1139 29
19 49 1 0 4.54 1139 29
19 49 4 0 4.54 1139 31
19 49 7 0 4.86 1139 34
19 49 10 0 5.33 1139 31
19 49 13 0 4.86 1139 32
19 49 16 0 5.01 1139 28
19 49 19 0 4.39 1139 27
19 49 22 0 4.23 1139 27
19 49 25 0 4.23 1139 29
19 49 28 0 4.54 1139 31
19 49 31 0 4.86 1139 29
19 49 34 0 4.54 1139 33
19 49 37 0 5.17 1139 35
19 49 40 0 5.48 1139 32
19 49 43 0 5.01 1139 29
19 49 46 0 4.54 1139 27
19 49 49 0 4.23 1139 26
19 49 52 0 4.07 1139 24
19 49 55 0 3.76 1139 24
19 49 58 0 3.76 1139 31
19 50 1 0 4.86 1139 30
19 50 4 0 4.70 1139 33
19 50 7 0 5.17 1139 33
19 50 10 0 5.17 1139 34
19 50 13 0 5.33 1139 31
19 50 16 0 4.86 1139 29
19 50 19 0 4.54 1139 27
19 50 22 0 4.23 1139 26
19 50 25 0 4.07 1139 29
19 50 28 0 4.54 1139 28
19 50 31 0 4.39 1139 23
19 50 34 0 3.60 1139 21
19 50 37 0 3.29 1139 19
19 50 40 0 2.98 1139 24
19 50 43 0 3.76 1139 21
19 50 46 0 3.29 1139 22
19 50 49 0 3.45 1139 24
19 50 52 0 3.76 1139 31
19 50 55 0 4.86 1139 31
19 50 58 0 4.86 1139 30
19 51 1 0 4.70 1139 30
19 51 4 0 4.70 1139 27
19 51 7 0 4.23 1139 29
19 51 10 0 4.54 1139 34
19 51 13 0 5.33 1139 30
19 51 16 0 4.70 1139 30
19 51 19 0 4.70 1139 30
19 51 22 0 4.70 1139 28
19 51 25 0 4.39 1139 28
19 51 28 0 4.39 1139 24
19 51 31 0 3.76 1139 26
19 51 34 0 4.07 1139 27
19 51 37 0 4.23 1139 23
19 51 40 0 3.60 1139 22
19 51 43 0 3.45 1139 24
19 51 46 0 3.76 1139 22
19 51 49 0 3.45 1139 24
19 51 52 0 3.76 1139 22
19 51 55 0 3.45 1139 25
19 51 58 0 3.92 1139 24
19 52 1 0 3.76 1139 22
19 52 4 0 3.45 1139 19
19 52 7 0 2.98 1139 18
19 52 10 0 2.82 1139 19
19 52 13 0 2.98 1139 29
19 52 16 0 4.54 1139 30
19 52 19 0 4.70 1139 26
19 52 22 0 4.07 1139 25
19 52 25 0 3.92 1139 29
19 52 28 0 4.54 1139 28
19 52 31 0 4.39 1139 30
19 52 34 0 4.70 1139 31
19 52 37 0 4.86 1139 30
19 52 40 0 4.70 1139 24
19 52 43 0 3.76 1139 21
19 52 46 0 3.29 1139 20
19 52 49 0 3.13 1139 22
19 52 52 0 3.45 1139 22
19 52 55 0 3.45 1139 21
19 52 58 0 3.29 1139 22
19 53 1 0 3.45 1139 21
19 53 4 0 3.29 1139 19
19 53 7 0 2.98 1139 27
19 53 10 0 4.23 1139 23
19 53 13 0 3.60 1139 27
19 53 16 0 4.23 1139 23
19 53 19 0 3.60 1139 25
19 53 22 0 3.92 1139 27
19 53 25 0 4.23 1139 26
19 53 28 0 4.07 1139 22
19 53 31 0 3.45 1139 28
19 53 34 0 4.39 1139 26
19 53 37 0 4.07 1139 26
19 53 40 0 4.07 1139 23
19 53 43 0 3.60 1139 20
19 53 46 0 3.13 1139 21
19 53 49 0 3.29 1139 24
19 53 52 0 3.76 1139 27
19 53 55 0 4.23 1139 25
19 53 58 0 3.92 1139 27
19 54 1 0 4.23 1139 28
19 54 4 0 4.39 1139 30
19 54 7 0 4.70 1139 32
19 54 10 0 5.01 1139 29
19 54 13 0 4.54 1139 28
19 54 16 0 4.39 1139 26
19 54 19 0 4.07 1139 24
19 54 22 0 3.76 1139 22
19 54 25 0 3.45 1139 27
19 54 28 0 4.23 1139 28
19 54 31 0 4.39 1139 25
19 54 34 0 3.92 1139 30
19 54 37 0 4.70 1139 30
19 54 40 0 4.70 1139 30
19 54 43 0 4.70 1139 33
19 54 46 0 5.17 1139 33
19 54 49 0 5.17 1139 31
19 54 52 0 4.86 1139 28
19 54 55 0 4.39 1139 26
19 54 58 0 4.07 1139 25
19 55 1 0 3.92 1139 25
19 55 4 0 3.92 1139 24
19 55 7 0 3.76 1139 23
19 55 10 0 3.60 1139 26
19 55 13 0 4.07 1139 35
19 55 16 0 5.48 1139 27
19 55 19 0 4.23 1139 31
19 55 22 0 4.86 1139 36
19 55 25 0 5.64 1139 37
19 55 28 0 5.80 1139 37
19 55 31 0 5.80 1139 35
19 55 34 0 5.48 1139 35
19 55 37 0 5.48 1139 37
19 55 40 0 5.80 1139 33
19 55 43 0 5.17 1139 31
19 55 46 0 4.86 1139 31
19 55 49 0 4.86 1139 36
19 55 52 0 5.64 1139 35
19 55 55 0 5.48 1139 29
19 55 58 0 4.54 1139 33
19 56 1 0 5.17 1139 31
19 56 4 0 4.86 1139 29
19 56 7 0 4.54 1139 34
19 56 10 0 5.33 1139 37
19 56 13 0 5.80 1139 35
19 56 16 0 5.48 1139 29
19 56 19 0 4.54 1139 28
19 56 22 0 4.39 1139 29
19 56 25 0 4.54 1139 34
19 56 28 0 5.33 1139 36
19 56 31 0 5.64 1139 34
19 56 34 0 5.33 1139 36
19 56 37 0 5.64 1139 36
19 56 40 0 5.64 1139 36
19 56 43 0 5.64 1139 32
19 56 46 0 5.01 1139 33
19 56 49 0 5.17 1139 29
19 56 52 0 4.54 1139 31
19 56 55 0 4.86 1139 36
19 56 58 0 5.64 1139 36
19 57 1 0 5.64 1139 29
19 57 4 0 4.54 1139 27
19 57 7 0 4.23 1139 34
19 57 10 0 5.33 1139 35
19 57 13 0 5.48 1139 30
19 57 16 0 4.70 1139 29
19 57 19 0 4.54 1139 26
19 57 22 0 4.07 1139 20
19 57 25 0 3.13 1139 25
19 57 28 0 3.92 1139 25
19 57 31 0 3.92 1139 26
19 57 34 0 4.07 1139 25
19 57 37 0 3.92 1139 31
19 57 40 0 4.86 1139 33
19 57 43 0 5.17 1139 31
19 57 46 0 4.86 1139 31
19 57 49 0 4.86 1139 33
19 57 52 0 5.17 1139 32
19 57 55 0 5.01 1139 34
19 57 58 0 5.33 1139 33
19 58 1 0 5.17 1139 31
19 58 4 0 4.86 1139 30
19 58 7 0 4.70 1139 29
19 58 10 0 4.54 1139 31
19 58 13 0 4.86 1139 32
19 58 16 0 5.01 1139 32
19 58 19 0 5.01 1139 33
19 58 22 0 5.17 1139 29
19 58 25 0 4.54 1139 31
19 58 28 0 4.86 1139 26
19 58 31 0 4.07 1139 25
19 58 34 0 3.92 1139 21
19 58 37 0 3.29 1139 21
19 58 40 0 3.29 1139 21
19 58 43 0 3.29 1139 29
19 58 46 0 4.54 1139 32
19 58 49 0 5.01 1139 36
19 58 52 0 5.64 1139 32
19 58 55 0 5.01 1139 35
19 58 58 0 5.64 1139 34
19 59 1 0 5.33 1139 35
19 59 4 0 5.48 1139 27
19 59 7 0 4.39 1139 26
19 59 10 0 4.07 1139 20
19 59 13 0 3.13 1139 25
19 59 16 0 3.92 1139 30
19 59 19 0 4.70 1139 26
19 59 22 0 4.07 1139 20
19 59 25 0 3.13 1139 20
19 59 28 0 3.13 1139 25
19 59 31 0 3.92 1139 27
19 59 34 0 4.23 1139 27
19 59 37 0 4.23 1139 29
19 59 40 0 4.54 1139 28
19 59 43 0 4.39 1139 23
19 59 46 0 3.60 1139 19
19 59 49 0 2.98 1139 23
19 59 52 0 3.60 1139 30
19 59 55 0 4.70 1139 29
19 59 58 0 4.54 1139 26
20 0 1 0 4.07 1139 25
20 0 4 0 3.92 1139 26
20 0 7 0 4.07 1139 24
20 0 10 0 3.76 1139 29
20 0 13 0 4.54 1139 33
20 0 16 0 5.17 1139 34
20 0 19 999 5.33 1141 35
20 0 22 0 5.48 1141 31
20 0 25 11.13 4.86 1142 31
20 0 28 15.40 4.86 1143 30
20 0 31 18.15 4.70 1144 28
20 0 34 20.30 4.39 1145 34
20 0 37 22.16 5.33 1146 29
20 0 40 23.46 4.54 1147 31
20 0 43 26.18 4.86 1149 30
20 0 46 27.62 4.70 1150 33
20 0 49 28.93 5.17 1151 33
20 0 52 31.22 5.17 1153 31
20 0 55 32.97 4.86 1155 31
20 0 58 33.43 4.86 1156 40
20 1 1 35.38 6.27 1158 38
20 1 4 37.74 5.95 1160 30
20 1 7 38.96 4.70 1162 29
20 1 10 40.38 4.54 1164 27
20 1 13 41.49 4.23 1166 33
20 1 16 42.74 5.17 1168 28
20 1 19 44.41 4.39 1170 29
20 1 22 46.12 4.54 1173 38
20 1 25 47.73 5.95 1175 35
20 1 28 49.59 5.48 1178 35
20 1 31 50.72 5.48 1180 31
20 1 34 51.95 4.86 1183 30
20 1 37 52.49 4.70 1185 32
20 1 40 52.91 5.01 1188 27
20 1 43 53.72 4.23 1191 38
20 1 46 55.15 5.95 1193 42
20 1 49 56.98 6.58 1196 36
20 1 52 58.42 5.64 1199 32
20 1 55 59.94 5.01 1202 37
20 1 58 61.22 5.80 1205 36
20 2 1 62.57 5.64 1208 31
20 2 4 62.83 4.86 1211 30
20 2 7 63.03 4.70 1215 34
20 2 10 63.76 5.33 1218 36
20 2 13 65.43 5.64 1221 35
20 2 16 66.96 5.48 1224 37
20 2 19 67.72 5.80 1228 37
20 2 22 68.18 5.80 1231 32
20 2 25 68.49 5.01 1235 31
20 2 28 69.12 4.86 1238 37
20 2 31 70.75 5.80 1242 35
20 2 34 71.43 5.48 1245 30
20 2 37 71.77 4.70 1249 30
20 2 40 72.20 4.70 1252 35
20 2 43 73.08 5.48 1256 31
20 2 46 73.71 4.86 1260 25
20 2 49 73.80 3.92 1263 35
20 2 52 74.17 5.48 1267 35
20 2 55 74.91 5.48 1271 35
20 2 58 75.57 5.48 1275 30
20 3 1 75.95 4.70 1278 45
20 3 4 76.63 7.05 1282 40
20 3 7 78.33 6.27 1286 36
20 3 10 79.47 5.64 1290 36
20 3 13 79.68 5.64 1294 32
20 3 16 80.65 5.01 1298 32
20 3 19 81.08 5.01 1302 33
20 3 22 81.19 5.17 1306 30
20 3 25 81.74 4.70 1310 36
20 3 28 82.08 5.64 1314 37
20 3 31 82.99 5.80 1318 32
20 3 34 82.99 5.01 1323 32
20 3 37 84.03 5.01 1327 40
20 3 40 84.39 6.27 1331 33
20 3 43 84.87 5.17 1335 32
20 3 46 85.35 5.01 1339 36
20 3 49 85.96 5.64 1344 27
20 3 52 86.21 4.23 1348 20
20 3 55 86.33 3.13 1352 25
20 3 58 86.83 3.92 1357 23
20 4 1 87.08 3.60 1361 25
20 4 4 87.59 3.92 1365 22
20 4 7 87.85 3.45 1370 25
20 4 10 88.24 3.92 1374 17
20 4 13 88.89 2.66 1379 23
20 4 16 89.55 3.60 1383 37
20 4 19 89.96 5.80 1388 31
20 4 22 91.05 4.86 1392 24
20 4 25 91.60 3.76 1397 23
20 4 28 91.74 3.60 1401 30
20 4 31 92.45 4.70 1406 28
20 4 34 93.17 4.39 1411 28
20 4 37 93.90 4.39 1415 29
20 4 40 95.09 4.54 1420 28
20 4 43 95.54 4.39 1425 27
20 4 46 96.31 4.23 1430 24
20 4 49 97.40 3.76 1434 26
20 4 52 97.72 4.07 1439 25
20 4 55 99.50 3.92 1444 22
20 4 58 99.50 3.45 1449 21
20 5 1 99.83 3.29 1454 19
20 5 4 101.01 2.98 1459 23
20 5 7 101.52 3.60 1464 23
20 5 10 102.74 3.60 1469 26
20 5 13 104.35 4.07 1475 26
20 5 16 105.26 4.07 1480 27
20 5 19 106.01 4.23 1485 21
20 5 22 106.76 3.29 1491 18
20 5 25 108.30 2.82 1496 15
20 5 28 108.70 2.35 1501 23
20 5 31 109.89 3.60 1507 26
20 5 34 110.70 4.07 1512 24
20 5 37 112.15 3.76 1518 24
20 5 40 113.64 3.76 1524 26
20 5 43 114.50 4.07 1529 28
20 5 46 116.73 4.39 1535 26
20 5 49 117.65 4.07 1541 29
20 5 52 120.00 4.54 1547 27
20 5 55 121.46 4.23 1553 29
20 5 58 123.97 4.54 1559 35
20 6 1 125.52 5.64 1565 25
20 6 4 128.21 3.92 1572 24
20 6 7 129.59 3.76 1578 23
20 6 10 131.87 3.60 1585 22
20 6 13 132.74 3.45 1591 24
20 6 16 134.23 3.76 1598 23
20 6 19 135.14 3.60 1605 20
20 6 22 134.23 3.13 1612 21
20 6 25 133.63 3.29 1618 34
20 6 28 136.99 5.33 1625 29
20 6 31 138.57 4.54 1632 29
20 6 34 141.51 4.54 1639 31
20 6 37 144.58 4.86 1646 23
20 6 40 145.63 3.60 1653 24
20 6 43 146.34 3.76 1661 17
20 6 46 143.20 2.66 1668 22
20 6 49 142.52 3.45 1675 28
20 6 52 144.23 4.39 1682 29
20 6 55 146.70 4.54 1689 34
20 6 58 151.13 5.33 1697 27
20 7 1 150.00 4.23 1704 21
20 7 4 151.13 3.29 1712 32
20 7 7 155.84 5.01 1720 33
20 7 10 159.57 5.17 1728 26
20 7 13 161.29 4.07 1736 26
20 7 16 163.04 4.07 1744 28
20 7 19 164.38 4.39 1752 24
20 7 22 164.38 3.76 1760 22
20 7 25 160.00 3.45 1768 18
20 7 28 152.67 2.82 1776 27
20 7 31 149.63 4.23 1784 29
20 7 34 153.06 4.54 1791 32
20 7 37 157.89 5.01 1799 31
20 7 40 157.89 4.86 1807 28
20 7 43 158.31 4.39 1815 36
20 7 46 162.16 5.64 1823 33
20 7 49 166.20 5.17 1831 28
20 7 52 167.60 4.39 1839 33
20 7 55 169.97 5.17 1848 34
20 7 58 169.97 5.33 1856 34
20 8 1 169.97 5.33 1865 37
20 8 4 167.13 5.80 1873 33
20 8 7 136.36 5.17 1881 29
20 8 10 106.19 4.54 1887 26
20 8 13 84.15 4.07 1891 26
20 8 16 60.67 4.07 1895 27
20 8 19 48.47 4.23 1897 22
20 8 22 35.69 3.45 1899 25
20 8 25 29.50 3.92 1900 27
20 8 28 23.26 4.23 1901 23
20 8 31 16.68 3.60 1902 18
20 8 34 0 2.82 1902 20
20 8 37 0 3.13 1902 23
20 8 40 0 3.60 1902 23
20 8 43 0 3.60 1902 22
20 8 46 0 3.45 1902 24
20 8 49 0 3.76 1902 26
20 8 52 0 4.07 1902 24
20 8 55 0 3.76 1902 22
20 8 58 0 3.45 1902 25
20 9 1 0 3.92 1902 26
20 9 4 0 4.07 1902 20
20 9 7 0 3.13 1902 23
20 9 10 0 3.60 1902 27
20 9 13 0 4.23 1902 27
20 9 16 0 4.23 1902 28
20 9 19 0 4.39 1902 34
20 9 22 0 5.33 1902 36
20 9 25 0 5.64 1902 31
20 9 28 0 4.86 1902 29
20 9 31 0 4.54 1902 27
20 9 34 0 4.23 1902 27
20 9 37 0 4.23 1902 32
20 9 40 0 5.01 1902 26
20 9 43 0 4.07 1902 28
20 9 46 0 4.39 1902 29
20 9 49 0 4.54 1902 26
20 9 52 0 4.07 1902 27
20 9 55 0 4.23 1902 30
20 9 58 0 4.70 1902 27
20 10 1 0 4.23 1902 28
20 10 4 0 4.39 1902 27
20 10 7 0 4.23 1902 24
20 10 10 0 3.76 1902 30
20 10 13 0 4.70 1902 23
20 10 16 0 3.60 1902 25
20 10 19 0 3.92 1902 24
20 10 22 0 3.76 1902 26
20 10 25 0 4.07 1902 999 
20 10 28 0 4.07 1902 22
20 10 31 0 3.45 1902 28
20 10 34 0 4.39 1902 26
20 10 37 0 4.07 1902 21
20 10 40 0 3.29 1902 24
20 10 43 0 3.76 1902 30
20 10 46 0 4.70 1902 25
20 10 49 0 3.92 1902 32
20 10 52 0 5.01 1902 34
20 10 55 0 5.33 1902 28
20 10 58 0 4.39 1902 30
20 11 1 0 4.70 1902 29
20 11 4 0 4.54 1902 26
20 11 7 0 4.07 1902 23
20 11 10 0 3.60 1902 23
20 11 13 0 3.60 1902 22
20 11 16 0 3.45 1902 23
20 11 19 0 3.60 1902 19
20 11 22 0 2.98 1902 29
20 11 25 0 4.54 1902 33
20 11 28 0 5.17 1902 29
20 11 31 0 4.54 1902 28
20 11 34 0 4.39 1902 24
20 11 37 0 3.76 1902 23
20 11 40 0 3.60 1902 25
20 11 43 0 3.92 1902 22
20 11 46 0 3.45 1902 27
20 11 49 0 4.23 1902 30
20 11 52 0 4.70 1902 30
20 11 55 0 4.70 1902 27
20 11 58 0 4.23 1902 26
20 12 1 0 4.07 1902 27
20 12 4 0 4.23 1902 28
20 12 7 0 4.39 1902 22
20 12 10 0 3.45 1902 28
20 12 13 0 4.39 1902 31
20 12 16 0 4.86 1902 28
20 12 19 0 4.39 1902 29
20 12 22 0 4.54 1902 30
20 12 25 0 4.70 1902 27
20 12 28 0 4.23 1902 25
20 12 31 0 3.92 1902 22
20 12 34 0 3.45 1902 27
20 12 37 0 4.23 1902 23
20 12 40 0 3.60 1902 26
20 12 43 0 4.07 1902 29
20 12 46 0 4.54 1902 28
20 12 49 0 4.39 1902 27
20 12 52 0 4.23 1902 26
20 12 55 0 4.07 1902 25
20 12 58 0 3.92 1902 20
20 13 1 0 3.13 1902 19
20 13 4 0 2.98 1902 17
20 13 7 0 2.66 1902 22
20 13 10 0 3.45 1902 21
20 13 13 0 3.29 1902 27
20 13 16 0 4.23 1902 28
20 13 19 0 4.39 1902 26
20 13 22 0 4.07 1902 24
20 13 25 0 3.76 1902 24
20 13 28 0 3.76 1902 19
20 13 31 0 2.98 1902 19
20 13 34 0 2.98 1902 20
20 13 37 0 3.13 1902 25
20 13 40 0 3.92 1902 21
20 13 43 0 3.29 1902 22
20 13 46 0 3.45 1902 23
20 13 49 0 3.60 1902 29
20 13 52 0 4.54 1902 26
20 13 55 0 4.07 1902 23
20 13 58 0 3.60 1902 19
20 14 1 0 2.98 1902 25
20 14 4 0 3.92 1902 20
20 14 7 0 3.13 1902 25
20 14 10 0 3.92 1902 25
20 14 13 0 3.92 1902 20
20 14 16 0 3.13 1902 23
20 14 19 0 3.60 1902 31
20 14 22 0 4.86 1902 32
20 14 25 0 5.01 1902 31
20 14 28 0 4.86 1902 26
20 14 31 0 4.07 1902 26
20 14 34 0 4.07 1902 25
20 14 37 0 3.92 1902 23
20 14 40 0 3.60 1902 24
20 14 43 0 3.76 1902 33
20 14 46 0 5.17 1902 28
20 14 49 0 4.39 1902 32
20 14 52 0 5.01 1902 28
20 14 55 0 4.39 1902 30
20 14 58 0 4.70 1902 29
20 15 1 0 4.54 1902 25
20 15 4 0 3.92 1902 31
20 15 7 0 4.86 1902 26
20 15 10 0 4.07 1902 22
20 15 13 0 3.45 1902 20
20 15 16 0 3.13 1902 22
20 15 19 0 3.45 1902 21
20 15 22 0 3.29 1902 19
20 15 25 0 2.98 1902 22
20 15 28 0 3.45 1902 22
20 15 31 0 3.45 1902 19
20 15 34 0 2.98 1902 20
20 15 37 0 3.13 1902 23
20 15 40 0 3.60 1902 27
20 15 43 0 4.23 1902 25
20 15 46 0 3.92 1902 26
20 15 49 0 4.07 1902 29
20 15 52 0 4.54 1902 29
20 15 55 0 4.54 1902 25
20 15 58 0 3.92 1902 23
20 16 1 0 3.60 1902 25
20 16 4 0 3.92 1902 21
20 16 7 0 3.29 1902 21
20 16 10 0 3.29 1902 20
20 16 13 0 3.13 1902 21
20 16 16 0 3.29 1902 23
20 16 19 0 3.60 1902 22
20 16 22 0 3.45 1902 23
20 16 25 0 3.60 1902 22
20 16 28 0 3.45 1902 24
20 16 31 0 3.76 1902 21
20 16 34 0 3.29 1902 25
20 16 37 0 3.92 1902 24
20 16 40 0 3.76 1902 21
20 16 43 0 3.29 1902 25
20 16 46 0 3.92 1902 27
20 16 49 0 4.23 1902 22
20 16 52 0 3.45 1902 26
20 16 55 0 4.07 1902 23
20 16 58 0 3.60 1902 22
20 17 1 0 3.45 1902 20
20 17 4 0 3.13 1902 20
20 17 7 0 3.13 1902 19
20 17 10 0 2.98 1902 20
20 17 13 0 3.13 1902 24
20 17 16 0 3.76 1902 26
20 17 19 0 4.07 1902 23
20 17 22 0 3.60 1902 19
20 17 25 0 2.98 1902 17
20 17 28 0 2.66 1902 19
20 17 31 0 2.98 1902 38
20 17 34 0 5.95 1902 24
20 17 37 0 3.76 1902 24
20 17 40 0 3.76 1902 20
20 17 43 0 3.13 1902 19
20 17 46 0 2.98 1902 21
20 17 49 0 3.29 1902 18
20 17 52 0 2.82 1902 19
20 17 55 0 2.98 1902 21
20 17 58 0.11 3.29 1903 24
20 18 1 35.46 3.76 1904 24
20 18 4 0 3.76 1904 20
20 18 7 0 3.13 1904 31
20 18 10 999 4.86 1906 40
20 18 13 0 6.27 1906 32
20 18 16 11.86 5.01 1907 28
20 18 19 17.05 4.39 1908 27
20 18 22 19.39 4.23 1909 26
20 18 25 21.31 4.07 1910 30
20 18 28 23.76 4.70 1912 25
20 18 31 24.88 3.92 1913 27
20 18 34 25.91 4.23 1914 26
20 18 37 26.88 4.07 1915 34
20 18 40 29.44 5.33 1917 31
20 18 43 31.58 4.86 1919 27
20 18 46 32.10 4.23 1920 32
20 18 49 33.86 5.01 1922 25
20 18 52 35.19 3.92 1924 27
20 18 55 35.86 4.23 1925 31
20 18 58 37.29 4.86 1927 31
20 19 1 38.44 4.86 1929 28
20 19 4 38.61 4.39 1931 18
20 19 7 39.09 2.82 1933 33
20 19 10 39.81 5.17 1935 29
20 19 13 40.73 4.54 1937 31
20 19 16 41.72 4.86 1939 36
20 19 19 42.46 5.64 1941 40
20 19 22 43.99 6.27 1944 33
20 19 25 45.25 5.17 1946 31
20 19 28 45.91 4.86 1948 31
20 19 31 47.06 4.86 1950 39
20 19 34 48.78 6.11 1953 40
20 19 37 50.29 6.27 1955 42
20 19 40 51.90 6.58 1958 34
20 19 43 53.00 5.33 1961 41
20 19 46 54.20 6.42 1963 36
20 19 49 55.10 5.64 1966 32
20 19 52 55.92 5.01 1969 32
20 19 55 56.60 5.01 1972 39
20 19 58 57.36 6.11 1975 30
20 20 1 57.92 4.70 1977 25
20 20 4 58.25 3.92 1980 27
20 20 7 58.14 4.23 1983 23
20 20 10 58.03 3.60 1986 20
20 20 13 58.25 3.13 1989 28
20 20 16 58.59 4.39 1992 25
20 20 19 58.59 3.92 1995 28
20 20 22 59.11 4.39 1998 33
20 20 25 59.58 5.17 2001 33
20 20 28 60.12 5.17 2004 32
20 20 31 60.30 5.01 2007 26
20 20 34 60.48 4.07 2010 27
20 20 37 60.67 4.23 2013 29
20 20 40 61.04 4.54 2016 28
20 20 43 61.10 4.39 2019 31
20 20 46 61.16 4.86 2022 22
20 20 49 61.10 3.45 2025 17
20 20 52 61.48 2.66 2028 26
20 20 55 61.73 4.07 2031 24
20 20 58 61.73 3.76 2034 26
20 21 1 61.66 4.07 2038 30
20 21 4 61.79 4.70 2041 18
20 21 7 62.24 2.82 2044 32
20 21 10 62.57 5.01 2047 23
20 21 13 62.57 3.60 2050 23
20 21 16 62.70 3.60 2053 26
20 21 19 62.83 4.07 2056 25
20 21 22 62.83 3.92 2059 30
20 21 25 63.56 4.70 2063 29
20 21 28 63.49 4.54 2066 29
20 21 31 63.97 4.54 2069 27
20 21 34 63.83 4.23 2072 23
20 21 37 63.97 3.60 2075 22
20 21 40 63.69 3.45 2079 16
20 21 43 63.76 2.51 2082 24
20 21 46 63.97 3.76 2085 27
20 21 49 64.66 4.23 2088 31
20 21 52 64.66 4.86 2091 28
20 21 55 64.86 4.39 2095 25
20 21 58 64.94 3.92 2098 25
20 22 1 64.86 3.92 2101 25
20 22 4 65.08 3.92 2104 26
20 22 7 65.29 4.07 2108 26
20 22 10 65.65 4.07 2111 22
20 22 13 65.57 3.45 2114 19
20 22 16 65.79 2.98 2118 24
20 22 19 65.93 3.76 2121 21
20 22 22 66.08 3.29 2124 24
20 22 25 66.15 3.76 2127 26
20 22 28 66.45 4.07 2131 23
20 22 31 66.37 3.60 2134 24
20 22 34 66.59 3.76 2137 27
20 22 37 66.59 4.23 2141 26
20 22 40 53.67 4.07 2144 25
20 22 43 41.49 3.92 2146 24
20 22 46 35.27 3.76 2147 20
20 22 49 28.78 3.13 2148 19
20 22 52 21.61 2.98 2149 20
20 22 55 999 3.13 2151 21
20 22 58 0 3.29 2151 20
20 23 1 0 3.13 2151 25
20 23 4 0 3.92 2151 27
20 23 7 0 4.23 2151 26
20 23 10 0 4.07 2151 26
20 23 13 0 4.07 2151 25
20 23 16 0 3.92 2151 26
20 23 19 0 4.07 2151 25
20 23 22 0 3.92 2151 25
20 23 25 0 3.92 2151 24
20 23 28 0 3.76 2151 24
20 23 31 0 3.76 2151 27
20 23 34 0 4.23 2151 31
20 23 37 0 4.86 2151 34
20 23 40 0 5.33 2151 30
20 23 43 0 4.70 2151 27
20 23 46 0 4.23 2151 30
20 23 49 0 4.70 2151 26
20 23 52 0 4.07 2151 22
20 23 55 0 3.45 2151 23
20 23 58 0 3.60 2151 29
20 24 1 0 4.54 2151 33
20 24 4 0 5.17 2151 31
20 24 7 0 4.86 2151 29
20 24 10 0 4.54 2151 29
20 24 13 0 4.54 2151 32
20 24 16 0 5.01 2151 30
20 24 19 0 4.70 2151 27
20 24 22 0 4.23 2151 32
20 24 25 0 5.01 2151 30
20 24 28 0 4.70 2151 31
20 24 31 0 4.86 2151 28
20 24 34 0 4.39 2151 27
20 24 37 0 4.23 2151 25
20 24 40 0 3.92 2151 23
20 24 43 0 3.60 2151 23
20 24 47 0 3.60 2151 21
20 24 50 0 3.29 2151 20
20 24 53 0 3.13 2151 27
20 24 56 0 4.23 2151 28
20 24 59 0 4.39 2151 23
20 25 2 0 3.60 2151 20
20 25 5 0 3.13 2151 17
20 25 8 0 2.66 2151 47
20 25 11 0 7.36 2151 28
20 25 14 0 4.39 2151 27
20 25 17 0 4.23 2151 29
20 25 20 0 4.54 2151 27
